date,country,area,time,price(eur/mwh)
01/05/2023,Denmark,BZN DK1,00:00 - 01:00,2.01
01/05/2023,Denmark,BZN DK1,01:00 - 02:00,1.38
01/05/2023,Denmark,BZN DK1,02:00 - 03:00,0.09
01/05/2023,Denmark,BZN DK1,03:00 - 04:00,0.08
01/05/2023,Denmark,BZN DK1,04:00 - 05:00,0.05
01/05/2023,Denmark,BZN DK1,05:00 - 06:00,0.0
01/05/2023,Denmark,BZN DK1,06:00 - 07:00,-0.38
01/05/2023,Denmark,BZN DK1,07:00 - 08:00,0.0
01/05/2023,Denmark,BZN DK1,08:00 - 09:00,0.0
01/05/2023,Denmark,BZN DK1,09:00 - 10:00,0.04
01/05/2023,Denmark,BZN DK1,10:00 - 11:00,0.8
01/05/2023,Denmark,BZN DK1,11:00 - 12:00,0.08
01/05/2023,Denmark,BZN DK1,12:00 - 13:00,0.04
01/05/2023,Denmark,BZN DK1,13:00 - 14:00,0.0
01/05/2023,Denmark,BZN DK1,14:00 - 15:00,0.85
01/05/2023,Denmark,BZN DK1,15:00 - 16:00,23.53
01/05/2023,Denmark,BZN DK1,16:00 - 17:00,36.54
01/05/2023,Denmark,BZN DK1,17:00 - 18:00,46.03
01/05/2023,Denmark,BZN DK1,18:00 - 19:00,55.57
01/05/2023,Denmark,BZN DK1,19:00 - 20:00,54.95
01/05/2023,Denmark,BZN DK1,20:00 - 21:00,49.23
01/05/2023,Denmark,BZN DK1,21:00 - 22:00,44.99
01/05/2023,Denmark,BZN DK1,22:00 - 23:00,45.96
01/05/2023,Denmark,BZN DK1,23:00 - 00:00,35.0
01/05/2023,Denmark,BZN DK2,00:00 - 01:00,2.01
01/05/2023,Denmark,BZN DK2,01:00 - 02:00,1.38
01/05/2023,Denmark,BZN DK2,02:00 - 03:00,0.09
01/05/2023,Denmark,BZN DK2,03:00 - 04:00,0.08
01/05/2023,Denmark,BZN DK2,04:00 - 05:00,0.05
01/05/2023,Denmark,BZN DK2,05:00 - 06:00,0.08
01/05/2023,Denmark,BZN DK2,06:00 - 07:00,0.09
01/05/2023,Denmark,BZN DK2,07:00 - 08:00,0.53
01/05/2023,Denmark,BZN DK2,08:00 - 09:00,2.03
01/05/2023,Denmark,BZN DK2,09:00 - 10:00,3.1
01/05/2023,Denmark,BZN DK2,10:00 - 11:00,4.43
01/05/2023,Denmark,BZN DK2,11:00 - 12:00,6.06
01/05/2023,Denmark,BZN DK2,12:00 - 13:00,6.06
01/05/2023,Denmark,BZN DK2,13:00 - 14:00,5.68
01/05/2023,Denmark,BZN DK2,14:00 - 15:00,17.71
01/05/2023,Denmark,BZN DK2,15:00 - 16:00,24.11
01/05/2023,Denmark,BZN DK2,16:00 - 17:00,36.54
01/05/2023,Denmark,BZN DK2,17:00 - 18:00,46.03
01/05/2023,Denmark,BZN DK2,18:00 - 19:00,55.57
01/05/2023,Denmark,BZN DK2,19:00 - 20:00,54.95
01/05/2023,Denmark,BZN DK2,20:00 - 21:00,49.23
01/05/2023,Denmark,BZN DK2,21:00 - 22:00,44.99
01/05/2023,Denmark,BZN DK2,22:00 - 23:00,45.96
01/05/2023,Denmark,BZN DK2,23:00 - 00:00,35.0
01/05/2023,Estonia,BZN EE,00:00 - 01:00,2.01
01/05/2023,Estonia,BZN EE,01:00 - 02:00,1.38
01/05/2023,Estonia,BZN EE,02:00 - 03:00,0.09
01/05/2023,Estonia,BZN EE,03:00 - 04:00,0.08
01/05/2023,Estonia,BZN EE,04:00 - 05:00,0.05
01/05/2023,Estonia,BZN EE,05:00 - 06:00,0.08
01/05/2023,Estonia,BZN EE,06:00 - 07:00,0.09
01/05/2023,Estonia,BZN EE,07:00 - 08:00,0.53
01/05/2023,Estonia,BZN EE,08:00 - 09:00,2.03
01/05/2023,Estonia,BZN EE,09:00 - 10:00,3.1
01/05/2023,Estonia,BZN EE,10:00 - 11:00,4.43
01/05/2023,Estonia,BZN EE,11:00 - 12:00,6.06
01/05/2023,Estonia,BZN EE,12:00 - 13:00,6.06
01/05/2023,Estonia,BZN EE,13:00 - 14:00,5.68
01/05/2023,Estonia,BZN EE,14:00 - 15:00,17.71
01/05/2023,Estonia,BZN EE,15:00 - 16:00,24.11
01/05/2023,Estonia,BZN EE,16:00 - 17:00,36.54
01/05/2023,Estonia,BZN EE,17:00 - 18:00,46.03
01/05/2023,Estonia,BZN EE,18:00 - 19:00,54.23
01/05/2023,Estonia,BZN EE,19:00 - 20:00,53.63
01/05/2023,Estonia,BZN EE,20:00 - 21:00,48.05
01/05/2023,Estonia,BZN EE,21:00 - 22:00,44.68
01/05/2023,Estonia,BZN EE,22:00 - 23:00,45.96
01/05/2023,Estonia,BZN EE,23:00 - 00:00,35.0
01/05/2023,Finland,BZN FI,00:00 - 01:00,2.01
01/05/2023,Finland,BZN FI,01:00 - 02:00,1.38
01/05/2023,Finland,BZN FI,02:00 - 03:00,0.09
01/05/2023,Finland,BZN FI,03:00 - 04:00,0.08
01/05/2023,Finland,BZN FI,04:00 - 05:00,0.05
01/05/2023,Finland,BZN FI,05:00 - 06:00,0.08
01/05/2023,Finland,BZN FI,06:00 - 07:00,0.09
01/05/2023,Finland,BZN FI,07:00 - 08:00,0.53
01/05/2023,Finland,BZN FI,08:00 - 09:00,2.03
01/05/2023,Finland,BZN FI,09:00 - 10:00,3.1
01/05/2023,Finland,BZN FI,10:00 - 11:00,4.43
01/05/2023,Finland,BZN FI,11:00 - 12:00,6.06
01/05/2023,Finland,BZN FI,12:00 - 13:00,6.06
01/05/2023,Finland,BZN FI,13:00 - 14:00,5.68
01/05/2023,Finland,BZN FI,14:00 - 15:00,17.71
01/05/2023,Finland,BZN FI,15:00 - 16:00,24.11
01/05/2023,Finland,BZN FI,16:00 - 17:00,36.54
01/05/2023,Finland,BZN FI,17:00 - 18:00,46.03
01/05/2023,Finland,BZN FI,18:00 - 19:00,54.23
01/05/2023,Finland,BZN FI,19:00 - 20:00,53.63
01/05/2023,Finland,BZN FI,20:00 - 21:00,48.05
01/05/2023,Finland,BZN FI,21:00 - 22:00,44.68
01/05/2023,Finland,BZN FI,22:00 - 23:00,45.96
01/05/2023,Finland,BZN FI,23:00 - 00:00,35.0
01/05/2023,Germany,BZN DE-LU,00:00 - 01:00,0.05
01/05/2023,Germany,BZN DE-LU,01:00 - 02:00,0.07
01/05/2023,Germany,BZN DE-LU,02:00 - 03:00,0.07
01/05/2023,Germany,BZN DE-LU,03:00 - 04:00,0.12
01/05/2023,Germany,BZN DE-LU,04:00 - 05:00,2.23
01/05/2023,Germany,BZN DE-LU,05:00 - 06:00,10.07
01/05/2023,Germany,BZN DE-LU,06:00 - 07:00,61.04
01/05/2023,Germany,BZN DE-LU,07:00 - 08:00,87.19
01/05/2023,Germany,BZN DE-LU,08:00 - 09:00,95.84
01/05/2023,Germany,BZN DE-LU,09:00 - 10:00,125.55
01/05/2023,Germany,BZN DE-LU,10:00 - 11:00,131.92
01/05/2023,Germany,BZN DE-LU,11:00 - 12:00,143.07
01/05/2023,Germany,BZN DE-LU,12:00 - 13:00,140.91
01/05/2023,Germany,BZN DE-LU,13:00 - 14:00,142.58
01/05/2023,Germany,BZN DE-LU,14:00 - 15:00,151.03
01/05/2023,Germany,BZN DE-LU,15:00 - 16:00,159.48
01/05/2023,Germany,BZN DE-LU,16:00 - 17:00,172.73
01/05/2023,Germany,BZN DE-LU,17:00 - 18:00,194.7
01/05/2023,Germany,BZN DE-LU,18:00 - 19:00,194.67
01/05/2023,Germany,BZN DE-LU,19:00 - 20:00,177.98
01/05/2023,Germany,BZN DE-LU,20:00 - 21:00,163.99
01/05/2023,Germany,BZN DE-LU,21:00 - 22:00,152.0
01/05/2023,Germany,BZN DE-LU,22:00 - 23:00,144.64
01/05/2023,Germany,BZN DE-LU,23:00 - 00:00,127.0
01/05/2023,Germany,BZN DE-LU,00:00 - 00:15,75.01
01/05/2023,Germany,BZN DE-LU,00:15 - 00:30,-29.95
01/05/2023,Germany,BZN DE-LU,00:30 - 00:45,-29.98
01/05/2023,Germany,BZN DE-LU,00:45 - 01:00,-30.0
01/05/2023,Germany,BZN DE-LU,01:00 - 01:15,26.81
01/05/2023,Germany,BZN DE-LU,01:15 - 01:30,-29.92
01/05/2023,Germany,BZN DE-LU,01:30 - 01:45,-29.94
01/05/2023,Germany,BZN DE-LU,01:45 - 02:00,-29.95
01/05/2023,Germany,BZN DE-LU,02:00 - 02:15,-29.92
01/05/2023,Germany,BZN DE-LU,02:15 - 02:30,-29.93
01/05/2023,Germany,BZN DE-LU,02:30 - 02:45,-29.94
01/05/2023,Germany,BZN DE-LU,02:45 - 03:00,-29.94
01/05/2023,Germany,BZN DE-LU,03:00 - 03:15,-29.92
01/05/2023,Germany,BZN DE-LU,03:15 - 03:30,-29.93
01/05/2023,Germany,BZN DE-LU,03:30 - 03:45,-29.94
01/05/2023,Germany,BZN DE-LU,03:45 - 04:00,-29.94
01/05/2023,Germany,BZN DE-LU,04:00 - 04:15,-29.9
01/05/2023,Germany,BZN DE-LU,04:15 - 04:30,-29.93
01/05/2023,Germany,BZN DE-LU,04:30 - 04:45,-29.93
01/05/2023,Germany,BZN DE-LU,04:45 - 05:00,-29.94
01/05/2023,Germany,BZN DE-LU,05:00 - 05:15,0.84
01/05/2023,Germany,BZN DE-LU,05:15 - 05:30,-29.92
01/05/2023,Germany,BZN DE-LU,05:30 - 05:45,-29.92
01/05/2023,Germany,BZN DE-LU,05:45 - 06:00,-29.93
01/05/2023,Germany,BZN DE-LU,06:00 - 06:15,11.73
01/05/2023,Germany,BZN DE-LU,06:15 - 06:30,-29.91
01/05/2023,Germany,BZN DE-LU,06:30 - 06:45,-29.91
01/05/2023,Germany,BZN DE-LU,06:45 - 07:00,-29.91
01/05/2023,Germany,BZN DE-LU,07:00 - 07:15,-29.9
01/05/2023,Germany,BZN DE-LU,07:15 - 07:30,-29.9
01/05/2023,Germany,BZN DE-LU,07:30 - 07:45,-29.9
01/05/2023,Germany,BZN DE-LU,07:45 - 08:00,17.7
01/05/2023,Germany,BZN DE-LU,08:00 - 08:15,-30.0
01/05/2023,Germany,BZN DE-LU,08:15 - 08:30,-29.9
01/05/2023,Germany,BZN DE-LU,08:30 - 08:45,-29.9
01/05/2023,Germany,BZN DE-LU,08:45 - 09:00,5.21
01/05/2023,Germany,BZN DE-LU,09:00 - 09:15,-30.0
01/05/2023,Germany,BZN DE-LU,09:15 - 09:30,-29.9
01/05/2023,Germany,BZN DE-LU,09:30 - 09:45,-29.9
01/05/2023,Germany,BZN DE-LU,09:45 - 10:00,91.99
01/05/2023,Germany,BZN DE-LU,10:00 - 10:15,-29.9
01/05/2023,Germany,BZN DE-LU,10:15 - 10:30,-29.9
01/05/2023,Germany,BZN DE-LU,10:30 - 10:45,-29.9
01/05/2023,Germany,BZN DE-LU,10:45 - 11:00,91.35
01/05/2023,Germany,BZN DE-LU,11:00 - 11:15,-30.0
01/05/2023,Germany,BZN DE-LU,11:15 - 11:30,-29.9
01/05/2023,Germany,BZN DE-LU,11:30 - 11:45,-29.9
01/05/2023,Germany,BZN DE-LU,11:45 - 12:00,91.57
01/05/2023,Germany,BZN DE-LU,12:00 - 12:15,-29.9
01/05/2023,Germany,BZN DE-LU,12:15 - 12:30,125.69
01/05/2023,Germany,BZN DE-LU,12:30 - 12:45,-29.91
01/05/2023,Germany,BZN DE-LU,12:45 - 13:00,-29.92
01/05/2023,Germany,BZN DE-LU,13:00 - 13:15,136.41
01/05/2023,Germany,BZN DE-LU,13:15 - 13:30,-29.94
01/05/2023,Germany,BZN DE-LU,13:30 - 13:45,-29.95
01/05/2023,Germany,BZN DE-LU,13:45 - 14:00,-29.97
01/05/2023,Germany,BZN DE-LU,14:00 - 14:15,168.3
01/05/2023,Germany,BZN DE-LU,14:15 - 14:30,-29.93
01/05/2023,Germany,BZN DE-LU,14:30 - 14:45,-29.93
01/05/2023,Germany,BZN DE-LU,14:45 - 15:00,-29.93
01/05/2023,Germany,BZN DE-LU,15:00 - 15:15,271.2
01/05/2023,Germany,BZN DE-LU,15:15 - 15:30,-29.9
01/05/2023,Germany,BZN DE-LU,15:30 - 15:45,-29.9
01/05/2023,Germany,BZN DE-LU,15:45 - 16:00,-29.9
01/05/2023,Germany,BZN DE-LU,16:00 - 16:15,-29.9
01/05/2023,Germany,BZN DE-LU,16:15 - 16:30,-29.9
01/05/2023,Germany,BZN DE-LU,16:30 - 16:45,-29.9
01/05/2023,Germany,BZN DE-LU,16:45 - 17:00,279.26
01/05/2023,Germany,BZN DE-LU,17:00 - 17:15,-30.0
01/05/2023,Germany,BZN DE-LU,17:15 - 17:30,-30.0
01/05/2023,Germany,BZN DE-LU,17:30 - 17:45,-29.9
01/05/2023,Germany,BZN DE-LU,17:45 - 18:00,480.14
01/05/2023,Germany,BZN DE-LU,18:00 - 18:15,-30.0
01/05/2023,Germany,BZN DE-LU,18:15 - 18:30,-29.9
01/05/2023,Germany,BZN DE-LU,18:30 - 18:45,-29.9
01/05/2023,Germany,BZN DE-LU,18:45 - 19:00,499.9
01/05/2023,Germany,BZN DE-LU,19:00 - 19:15,-29.9
01/05/2023,Germany,BZN DE-LU,19:15 - 19:30,-29.9
01/05/2023,Germany,BZN DE-LU,19:30 - 19:45,376.56
01/05/2023,Germany,BZN DE-LU,19:45 - 20:00,-29.9
01/05/2023,Germany,BZN DE-LU,20:00 - 20:15,277.06
01/05/2023,Germany,BZN DE-LU,20:15 - 20:30,-29.9
01/05/2023,Germany,BZN DE-LU,20:30 - 20:45,-30.0
01/05/2023,Germany,BZN DE-LU,20:45 - 21:00,-30.0
01/05/2023,Germany,BZN DE-LU,21:00 - 21:15,253.71
01/05/2023,Germany,BZN DE-LU,21:15 - 21:30,-29.9
01/05/2023,Germany,BZN DE-LU,21:30 - 21:45,-29.9
01/05/2023,Germany,BZN DE-LU,21:45 - 22:00,-29.9
01/05/2023,Germany,BZN DE-LU,22:00 - 22:15,219.7
01/05/2023,Germany,BZN DE-LU,22:15 - 22:30,-29.92
01/05/2023,Germany,BZN DE-LU,22:30 - 22:45,-29.94
01/05/2023,Germany,BZN DE-LU,22:45 - 23:00,-29.95
01/05/2023,Germany,BZN DE-LU,23:00 - 23:15,184.69
01/05/2023,Germany,BZN DE-LU,23:15 - 23:30,-29.94
01/05/2023,Germany,BZN DE-LU,23:30 - 23:45,-29.96
01/05/2023,Germany,BZN DE-LU,23:45 - 00:00,-29.98
01/05/2023,Greece,BZN GR,00:00 - 01:00,150.98
01/05/2023,Greece,BZN GR,01:00 - 02:00,123.0
01/05/2023,Greece,BZN GR,02:00 - 03:00,107.0
01/05/2023,Greece,BZN GR,03:00 - 04:00,100.0
01/05/2023,Greece,BZN GR,04:00 - 05:00,160.0
01/05/2023,Greece,BZN GR,05:00 - 06:00,263.11
01/05/2023,Greece,BZN GR,06:00 - 07:00,356.04
01/05/2023,Greece,BZN GR,07:00 - 08:00,361.04
01/05/2023,Greece,BZN GR,08:00 - 09:00,264.11
01/05/2023,Greece,BZN GR,09:00 - 10:00,242.65
01/05/2023,Greece,BZN GR,10:00 - 11:00,192.94
01/05/2023,Greece,BZN GR,11:00 - 12:00,184.38
01/05/2023,Greece,BZN GR,12:00 - 13:00,165.0
01/05/2023,Greece,BZN GR,13:00 - 14:00,165.1
01/05/2023,Greece,BZN GR,14:00 - 15:00,202.42
01/05/2023,Greece,BZN GR,15:00 - 16:00,261.05
01/05/2023,Greece,BZN GR,16:00 - 17:00,261.04
01/05/2023,Greece,BZN GR,17:00 - 18:00,293.0
01/05/2023,Greece,BZN GR,18:00 - 19:00,261.22
01/05/2023,Greece,BZN GR,19:00 - 20:00,261.79
01/05/2023,Greece,BZN GR,20:00 - 21:00,216.3
01/05/2023,Greece,BZN GR,21:00 - 22:00,205.0
01/05/2023,Greece,BZN GR,22:00 - 23:00,184.99
01/05/2023,Greece,BZN GR,23:00 - 00:00,160.86
01/05/2023,Hungary,BZN HU,00:00 - 01:00,145.49
01/05/2023,Hungary,BZN HU,01:00 - 02:00,127.69
01/05/2023,Hungary,BZN HU,02:00 - 03:00,88.05
01/05/2023,Hungary,BZN HU,03:00 - 04:00,74.91
01/05/2023,Hungary,BZN HU,04:00 - 05:00,67.15
01/05/2023,Hungary,BZN HU,05:00 - 06:00,86.39
01/05/2023,Hungary,BZN HU,06:00 - 07:00,137.46
01/05/2023,Hungary,BZN HU,07:00 - 08:00,130.41
01/05/2023,Hungary,BZN HU,08:00 - 09:00,135.26
01/05/2023,Hungary,BZN HU,09:00 - 10:00,144.27
01/05/2023,Hungary,BZN HU,10:00 - 11:00,141.08
01/05/2023,Hungary,BZN HU,11:00 - 12:00,145.8
01/05/2023,Hungary,BZN HU,12:00 - 13:00,142.35
01/05/2023,Hungary,BZN HU,13:00 - 14:00,142.76
01/05/2023,Hungary,BZN HU,14:00 - 15:00,151.03
01/05/2023,Hungary,BZN HU,15:00 - 16:00,159.48
01/05/2023,Hungary,BZN HU,16:00 - 17:00,172.73
01/05/2023,Hungary,BZN HU,17:00 - 18:00,192.8
01/05/2023,Hungary,BZN HU,18:00 - 19:00,194.67
01/05/2023,Hungary,BZN HU,19:00 - 20:00,177.98
01/05/2023,Hungary,BZN HU,20:00 - 21:00,163.99
01/05/2023,Hungary,BZN HU,21:00 - 22:00,152.0
01/05/2023,Hungary,BZN HU,22:00 - 23:00,144.64
01/05/2023,Hungary,BZN HU,23:00 - 00:00,127.0
01/05/2023,Ireland,BZN IE(SEM),00:00 - 01:00,175.0
01/05/2023,Ireland,BZN IE(SEM),01:00 - 02:00,174.55
01/05/2023,Ireland,BZN IE(SEM),02:00 - 03:00,188.05
01/05/2023,Ireland,BZN IE(SEM),03:00 - 04:00,174.55
01/05/2023,Ireland,BZN IE(SEM),04:00 - 05:00,154.67
01/05/2023,Ireland,BZN IE(SEM),05:00 - 06:00,133.0
01/05/2023,Ireland,BZN IE(SEM),06:00 - 07:00,124.0
01/05/2023,Ireland,BZN IE(SEM),07:00 - 08:00,165.0
01/05/2023,Ireland,BZN IE(SEM),08:00 - 09:00,171.48
01/05/2023,Ireland,BZN IE(SEM),09:00 - 10:00,179.3
01/05/2023,Ireland,BZN IE(SEM),10:00 - 11:00,191.9
01/05/2023,Ireland,BZN IE(SEM),11:00 - 12:00,184.74
01/05/2023,Ireland,BZN IE(SEM),12:00 - 13:00,162.0
01/05/2023,Ireland,BZN IE(SEM),13:00 - 14:00,140.0
01/05/2023,Ireland,BZN IE(SEM),14:00 - 15:00,135.0
01/05/2023,Ireland,BZN IE(SEM),15:00 - 16:00,135.0
01/05/2023,Ireland,BZN IE(SEM),16:00 - 17:00,137.0
01/05/2023,Ireland,BZN IE(SEM),17:00 - 18:00,157.62
01/05/2023,Ireland,BZN IE(SEM),18:00 - 19:00,168.42
01/05/2023,Ireland,BZN IE(SEM),19:00 - 20:00,160.07
01/05/2023,Ireland,BZN IE(SEM),20:00 - 21:00,152.9
01/05/2023,Ireland,BZN IE(SEM),21:00 - 22:00,167.56
01/05/2023,Ireland,BZN IE(SEM),22:00 - 23:00,153.0
01/05/2023,Ireland,BZN IE(SEM),23:00 - 00:00,116.3
01/05/2023,Greece,BZN GR,00:00 - 01:00,230.9
01/05/2023,Greece,BZN GR,01:00 - 02:00,268.19
01/05/2023,Greece,BZN GR,02:00 - 03:00,229.58
01/05/2023,Greece,BZN GR,03:00 - 04:00,235.98
01/05/2023,Greece,BZN GR,04:00 - 05:00,234.28
01/05/2023,Greece,BZN GR,05:00 - 06:00,237.63
01/05/2023,Greece,BZN GR,06:00 - 07:00,239.66
01/05/2023,Greece,BZN GR,07:00 - 08:00,231.88
01/05/2023,Greece,BZN GR,08:00 - 09:00,186.47
01/05/2023,Greece,BZN GR,09:00 - 10:00,186.47
01/05/2023,Greece,BZN GR,10:00 - 11:00,177.25
01/05/2023,Greece,BZN GR,11:00 - 12:00,168.5
01/05/2023,Greece,BZN GR,12:00 - 13:00,84.9
01/05/2023,Greece,BZN GR,13:00 - 14:00,81.95
01/05/2023,Greece,BZN GR,14:00 - 15:00,179.73
01/05/2023,Greece,BZN GR,15:00 - 16:00,295.0
01/05/2023,Greece,BZN GR,16:00 - 17:00,348.15
01/05/2023,Greece,BZN GR,17:00 - 18:00,322.34
01/05/2023,Greece,BZN GR,18:00 - 19:00,301.65
01/05/2023,Greece,BZN GR,19:00 - 20:00,353.15
01/05/2023,Greece,BZN GR,20:00 - 21:00,363.15
01/05/2023,Greece,BZN GR,21:00 - 22:00,283.56
01/05/2023,Greece,BZN GR,22:00 - 23:00,237.97
01/05/2023,Greece,BZN GR,23:00 - 00:00,230.59
01/05/2023,Hungary,BZN HU,00:00 - 01:00,19.76
01/05/2023,Hungary,BZN HU,01:00 - 02:00,0.19
01/05/2023,Hungary,BZN HU,02:00 - 03:00,0.07
01/05/2023,Hungary,BZN HU,03:00 - 04:00,0.01
01/05/2023,Hungary,BZN HU,04:00 - 05:00,-0.77
01/05/2023,Hungary,BZN HU,05:00 - 06:00,0.01
01/05/2023,Hungary,BZN HU,06:00 - 07:00,-2.56
01/05/2023,Hungary,BZN HU,07:00 - 08:00,0.02
01/05/2023,Hungary,BZN HU,08:00 - 09:00,0.3
01/05/2023,Hungary,BZN HU,09:00 - 10:00,0.95
01/05/2023,Hungary,BZN HU,10:00 - 11:00,1.6
01/05/2023,Hungary,BZN HU,11:00 - 12:00,2.32
01/05/2023,Hungary,BZN HU,12:00 - 13:00,2.43
01/05/2023,Hungary,BZN HU,13:00 - 14:00,2.56
01/05/2023,Hungary,BZN HU,14:00 - 15:00,9.96
01/05/2023,Hungary,BZN HU,15:00 - 16:00,23.87
01/05/2023,Hungary,BZN HU,16:00 - 17:00,36.54
01/05/2023,Hungary,BZN HU,17:00 - 18:00,46.03
01/05/2023,Hungary,BZN HU,18:00 - 19:00,53.35
01/05/2023,Hungary,BZN HU,19:00 - 20:00,54.95
01/05/2023,Hungary,BZN HU,20:00 - 21:00,49.08
01/05/2023,Hungary,BZN HU,21:00 - 22:00,44.32
01/05/2023,Hungary,BZN HU,22:00 - 23:00,45.96
01/05/2023,Hungary,BZN HU,23:00 - 00:00,35.0
01/05/2023,Ireland,BZN IE(SEM),00:00 - 01:00,166.1
01/05/2023,Ireland,BZN IE(SEM),01:00 - 02:00,160.38
01/05/2023,Ireland,BZN IE(SEM),02:00 - 03:00,157.75
01/05/2023,Ireland,BZN IE(SEM),03:00 - 04:00,147.5
01/05/2023,Ireland,BZN IE(SEM),04:00 - 05:00,144.71
01/05/2023,Ireland,BZN IE(SEM),05:00 - 06:00,144.71
01/05/2023,Ireland,BZN IE(SEM),06:00 - 07:00,142.53
01/05/2023,Ireland,BZN IE(SEM),07:00 - 08:00,136.3
01/05/2023,Ireland,BZN IE(SEM),08:00 - 09:00,149.86
01/05/2023,Ireland,BZN IE(SEM),09:00 - 10:00,160.0
01/05/2023,Ireland,BZN IE(SEM),10:00 - 11:00,175.0
01/05/2023,Ireland,BZN IE(SEM),11:00 - 12:00,189.82
01/05/2023,Ireland,BZN IE(SEM),12:00 - 13:00,189.92
01/05/2023,Ireland,BZN IE(SEM),13:00 - 14:00,198.4
01/05/2023,Ireland,BZN IE(SEM),14:00 - 15:00,201.87
01/05/2023,Ireland,BZN IE(SEM),15:00 - 16:00,206.0
01/05/2023,Ireland,BZN IE(SEM),16:00 - 17:00,195.0
01/05/2023,Ireland,BZN IE(SEM),17:00 - 18:00,221.0
01/05/2023,Ireland,BZN IE(SEM),18:00 - 19:00,255.0
01/05/2023,Ireland,BZN IE(SEM),19:00 - 20:00,240.2
01/05/2023,Ireland,BZN IE(SEM),20:00 - 21:00,210.37
01/05/2023,Ireland,BZN IE(SEM),21:00 - 22:00,198.31
01/05/2023,Ireland,BZN IE(SEM),22:00 - 23:00,190.97
01/05/2023,Ireland,BZN IE(SEM),23:00 - 00:00,176.55
01/05/2023,Italy,BZN IT-Calabria,00:00 - 01:00,150.98
01/05/2023,Italy,BZN IT-Calabria,01:00 - 02:00,123.0
01/05/2023,Italy,BZN IT-Calabria,02:00 - 03:00,107.0
01/05/2023,Italy,BZN IT-Calabria,03:00 - 04:00,100.0
01/05/2023,Italy,BZN IT-Calabria,04:00 - 05:00,107.4
01/05/2023,Italy,BZN IT-Calabria,05:00 - 06:00,137.4
01/05/2023,Italy,BZN IT-Calabria,06:00 - 07:00,188.16
01/05/2023,Italy,BZN IT-Calabria,07:00 - 08:00,200.35
01/05/2023,Italy,BZN IT-Calabria,08:00 - 09:00,227.0
01/05/2023,Italy,BZN IT-Calabria,09:00 - 10:00,242.65
01/05/2023,Italy,BZN IT-Calabria,10:00 - 11:00,192.94
01/05/2023,Italy,BZN IT-Calabria,11:00 - 12:00,184.38
01/05/2023,Italy,BZN IT-Calabria,12:00 - 13:00,165.0
01/05/2023,Italy,BZN IT-Calabria,13:00 - 14:00,165.1
01/05/2023,Italy,BZN IT-Calabria,14:00 - 15:00,184.52
01/05/2023,Italy,BZN IT-Calabria,15:00 - 16:00,199.35
01/05/2023,Italy,BZN IT-Calabria,16:00 - 17:00,234.27
01/05/2023,Italy,BZN IT-Calabria,17:00 - 18:00,249.99
01/05/2023,Italy,BZN IT-Calabria,18:00 - 19:00,239.99
01/05/2023,Italy,BZN IT-Calabria,19:00 - 20:00,248.8
01/05/2023,Italy,BZN IT-Calabria,20:00 - 21:00,200.01
01/05/2023,Italy,BZN IT-Calabria,21:00 - 22:00,192.94
01/05/2023,Italy,BZN IT-Calabria,22:00 - 23:00,184.99
01/05/2023,Italy,BZN IT-Calabria,23:00 - 00:00,160.86
01/05/2023,Italy,BZN IT-Centre-North,00:00 - 01:00,150.98
01/05/2023,Italy,BZN IT-Centre-North,01:00 - 02:00,123.0
01/05/2023,Italy,BZN IT-Centre-North,02:00 - 03:00,107.0
01/05/2023,Italy,BZN IT-Centre-North,03:00 - 04:00,100.0
01/05/2023,Italy,BZN IT-Centre-North,04:00 - 05:00,107.4
01/05/2023,Italy,BZN IT-Centre-North,05:00 - 06:00,137.4
01/05/2023,Italy,BZN IT-Centre-North,06:00 - 07:00,188.16
01/05/2023,Italy,BZN IT-Centre-North,07:00 - 08:00,200.35
01/05/2023,Italy,BZN IT-Centre-North,08:00 - 09:00,227.0
01/05/2023,Italy,BZN IT-Centre-North,09:00 - 10:00,242.65
01/05/2023,Italy,BZN IT-Centre-North,10:00 - 11:00,192.94
01/05/2023,Italy,BZN IT-Centre-North,11:00 - 12:00,184.38
01/05/2023,Italy,BZN IT-Centre-North,12:00 - 13:00,165.0
01/05/2023,Italy,BZN IT-Centre-North,13:00 - 14:00,165.1
01/05/2023,Italy,BZN IT-Centre-North,14:00 - 15:00,184.52
01/05/2023,Italy,BZN IT-Centre-North,15:00 - 16:00,199.35
01/05/2023,Italy,BZN IT-Centre-North,16:00 - 17:00,234.27
01/05/2023,Italy,BZN IT-Centre-North,17:00 - 18:00,249.99
01/05/2023,Italy,BZN IT-Centre-North,18:00 - 19:00,239.99
01/05/2023,Italy,BZN IT-Centre-North,19:00 - 20:00,248.8
01/05/2023,Italy,BZN IT-Centre-North,20:00 - 21:00,200.01
01/05/2023,Italy,BZN IT-Centre-North,21:00 - 22:00,192.94
01/05/2023,Italy,BZN IT-Centre-North,22:00 - 23:00,184.99
01/05/2023,Italy,BZN IT-Centre-North,23:00 - 00:00,160.86
01/05/2023,Italy,BZN IT-Centre-South,00:00 - 01:00,150.98
01/05/2023,Italy,BZN IT-Centre-South,01:00 - 02:00,123.0
01/05/2023,Italy,BZN IT-Centre-South,02:00 - 03:00,107.0
01/05/2023,Italy,BZN IT-Centre-South,03:00 - 04:00,100.0
01/05/2023,Italy,BZN IT-Centre-South,04:00 - 05:00,107.4
01/05/2023,Italy,BZN IT-Centre-South,05:00 - 06:00,137.4
